sa2_code,sa2_name,property_type,extracted_price,ERP_2021,ERP_2026,OCC_2021,OCC_2026,population_growth_2021_2026,population_density_persons_per_km2_2023,Median,Mean,Top 10%,Gini coefficient,IPR,HPI,PDI,GII,Affordability_Score
213051586,Truganina - North,House,2.0,9548.0,16479.24160359062,0.99,0.98,72.59364896931945,743.5,52721,60077,25.4,0.393,0.45451062499619416,0.9938045125596204,0.030618112999738697,0.9594202898550724,0.5820112553518189
213051586,Truganina - North,House,2.0,9548.0,16479.24160359062,0.99,0.98,72.59364896931945,743.5,52721,60077,25.4,0.393,0.45451062499619416,0.9938045125596204,0.030618112999738697,0.9594202898550724,0.5820112553518189
213051590,Wyndham Vale - South,House,2.0,13704.0,13859.04958620244,0.9804344379209652,0.975,1.1314184632402216,2801.4,53299,59731,25.5,0.398,0.45949683249468704,0.9966621600561041,0.007682063691346231,0.9449275362318842,0.5788265473761638
209041431,Epping - East,House,2.0,13269.0,13902.38960435818,0.9562995233299596,0.95,4.773453947985386,1718.9,51397,56980,25.2,0.39,0.4430889316951482,0.9966153489160092,0.012900646902141783,0.9681159420289857,0.575611900936189
209041431,Epping - East,House,2.0,13269.0,13902.38960435818,0.9562995233299596,0.95,4.773453947985386,1718.9,51397,56980,25.2,0.39,0.4430889316951482,0.9966153489160092,0.012900646902141783,0.9681159420289857,0.575611900936189
213051583,Tarneit - Central,House,2.0,28594.0,29226.40170008903,0.9721809088938944,0.965,2.2116587399070813,3683.2,51667,58868,26.0,0.404,0.44541812896953065,1.0,0.005698162163771565,0.927536231884058,0.5720605072089724
209041225,Whittlesea,House,450.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.00179507529548836,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48172695438254604
209041225,Whittlesea,House,460.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001749631568956286,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4817087768919332
209041225,Whittlesea,House,460.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001749631568956286,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4817087768919332
209041225,Whittlesea,House,470.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0017061216180213213,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816913729115592
209041225,Whittlesea,House,480.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0016644245817086464,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816746940970342
209041225,Whittlesea,House,480.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0016644245817086464,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816746940970342
209041225,Whittlesea,House,490.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0016244294652454688,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816586960504489
209041225,Whittlesea,House,490.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0016244294652454688,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816586960504489
209041225,Whittlesea,House,490.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0016244294652454688,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816586960504489
209041225,Whittlesea,Townhouse,490.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0016244294652454688,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816586960504489
209041225,Whittlesea,House,490.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0016244294652454688,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816586960504489
209041225,Whittlesea,House,495.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0016050378936269584,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816509394218015
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,500.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001586034153440818,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48164333792572706
209041225,Whittlesea,House,520.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001513673758116669,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816143937675974
209041225,Whittlesea,House,520.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001513673758116669,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816143937675974
209041225,Whittlesea,House,520.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001513673758116669,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816143937675974
209041225,Whittlesea,House,520.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001513673758116669,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816143937675974
209041225,Whittlesea,House,520.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001513673758116669,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816143937675974
209041225,Whittlesea,House,520.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001513673758116669,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816143937675974
209041225,Whittlesea,House,520.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.001513673758116669,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.4816143937675974
209041225,Whittlesea,House,530.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014795414961713156,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48160074086281923
209041225,Whittlesea,Townhouse,530.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014795414961713156,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48160074086281923
209041225,Whittlesea,House,530.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014795414961713156,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48160074086281923
209041225,Whittlesea,House,540.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014466733920757901,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48158759362118103
209041225,Whittlesea,House,540.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014466733920757901,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48158759362118103
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,Townhouse,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
209041225,Whittlesea,House,550.0,10763.0,22798.76041266561,0.9718543826171208,0.955,111.82533134503028,47.1,54522,65036,29.3,0.434,0.0014150004917655565,0.9949950095737847,0.49226225188861233,0.8405797101449278,0.48157492446105693
